		Semantic	Jaccard	event
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-duplication-loss-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-duplication-loss-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-duplication-loss-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-duplication-loss-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000014	19.170928340239154	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000015	13.497304537935793	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000041	15.336742672191324	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000068	23.371678951693013	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-gain-loss-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-gain-loss-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000109	23.371678951693013	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000111	23.371678951693013	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-gain-loss-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000137	14.467405250378402	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000139	21.11767268334632	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-gain-loss-presence
HOG:0000001	HOG:0000239	16.87163067241974	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000246	19.170928340239154	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000257	16.542688672226724	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-gain-loss-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-gain-loss-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-gain-loss-presence
HOG:0000001	HOG:0000272	23.371678951693013	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000277	19.647723202449004	0.640625	1-gain-loss-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication-gain
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-loss
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-duplication-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-duplication-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-duplication-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-duplication-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-duplication-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-duplication-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-duplication-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-duplication-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-duplication-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-duplication-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-duplication-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-duplication-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-duplication-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-duplication-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-duplication-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-duplication-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-duplication-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-duplication-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-duplication-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-duplication-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-duplication-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-duplication-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-duplication-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-duplication-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-duplication-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-duplication-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-duplication-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-duplication-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-duplication-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-duplication-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-duplication-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication-gain-loss
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-gain
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000014	19.170928340239154	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000015	13.497304537935793	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000041	15.336742672191324	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000068	23.371678951693013	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000109	23.371678951693013	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000111	23.371678951693013	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000137	14.467405250378402	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000139	21.11767268334632	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000239	16.87163067241974	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000246	19.170928340239154	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000257	16.542688672226724	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000272	23.371678951693013	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000277	19.647723202449004	0.640625	1-duplication-gain-loss-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-gain-loss
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-loss-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-loss-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-loss-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-loss-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-loss-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-loss-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-loss-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-loss-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-loss-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-loss-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-loss-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-loss-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-loss-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-loss-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-loss-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-loss-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-loss-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-loss-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-loss-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-loss-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-loss-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-loss-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-loss-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-loss-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-loss-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-loss-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-loss-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-loss-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-loss-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-loss-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-loss-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-loss-presence
HOG:0000001	HOG:0000001	87.93028332621952	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000013	35.884857628078215	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000014	19.170928340239154	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000015	13.497304537935793	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000018	33.50042579211215	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000019	29.463518671926046	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000030	37.49251260537721	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000041	15.336742672191324	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000046	27.98173649119864	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000048	33.98692406921992	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000058	20.678360840283403	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000067	32.967333658728556	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000068	23.371678951693013	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000073	88.43546410793348	0.7109375	1-duplication-gain-presence
HOG:0000001	HOG:0000074	27.98173649119864	0.8515625	1-duplication-gain-presence
HOG:0000001	HOG:0000080	31.16223860225735	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000094	21.812422914747582	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000109	23.371678951693013	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000111	23.371678951693013	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000114	35.67671402627826	0.8203125	1-duplication-gain-presence
HOG:0000001	HOG:0000118	31.16223860225735	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000123	22.495507563226326	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000137	14.467405250378402	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000138	31.16223860225735	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000139	21.11767268334632	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000140	32.53661848803878	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000143	37.49251260537721	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000144	33.11951065672747	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000160	46.39567548823891	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000188	29.083230552996778	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000208	25.561237786985544	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000215	22.495507563226326	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000217	13.497304537935793	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000228	43.00769680597888	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000231	22.495507563226326	0.8515625	1-duplication-gain-presence
HOG:0000001	HOG:0000239	16.87163067241974	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000246	19.170928340239154	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000251	24.112342083964002	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000256	67.90915828218135	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000257	16.542688672226724	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000258	51.03339373887724	0.8515625	1-duplication-gain-presence
HOG:0000001	HOG:0000259	37.56598630670571	0.8515625	1-duplication-gain-presence
HOG:0000001	HOG:0000271	15.336742672191324	1.0	1-duplication-gain-presence
HOG:0000001	HOG:0000272	23.371678951693013	0.640625	1-duplication-gain-presence
HOG:0000001	HOG:0000277	19.647723202449004	0.640625	1-duplication-gain-presence
HOG:0000010	HOG:0000010	52.54779209466568	1.0	10-duplication
HOG:0000010	HOG:0000010	52.54779209466568	1.0	10-gain-loss
HOG:0000010	HOG:0000022	19.886120633553933	0.859375	10-gain-loss
HOG:0000010	HOG:0000038	18.659917362644	1.0	10-gain-loss
HOG:0000010	HOG:0000051	24.458427471412627	1.0	10-gain-loss
HOG:0000010	HOG:0000077	51.93676999269246	1.0	10-gain-loss
HOG:0000010	HOG:0000081	23.324896703304997	1.0	10-gain-loss
HOG:0000010	HOG:0000084	29.156120879131247	1.0	10-gain-loss
HOG:0000010	HOG:0000105	21.83435037462265	1.0	10-gain-loss
HOG:0000010	HOG:0000201	40.27418599230252	1.0	10-gain-loss
HOG:0000010	HOG:0000207	35.291691865009795	1.0	10-gain-loss
HOG:0000010	HOG:0000238	20.150856956383745	1.0	10-gain-loss
HOG:0000010	HOG:0000264	33.80640507704168	0.8671875	10-gain-loss
HOG:0000010	HOG:0000010	52.54779209466568	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000022	19.886120633553933	0.859375	10-gain-loss-presence
HOG:0000010	HOG:0000038	18.659917362644	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000051	24.458427471412627	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000077	51.93676999269246	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000081	23.324896703304997	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000084	29.156120879131247	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000105	21.83435037462265	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000201	40.27418599230252	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000207	35.291691865009795	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000238	20.150856956383745	1.0	10-gain-loss-presence
HOG:0000010	HOG:0000264	33.80640507704168	0.8671875	10-gain-loss-presence
HOG:0000010	HOG:0000010	52.54779209466568	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000022	19.886120633553933	0.859375	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000038	18.659917362644	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000051	24.458427471412627	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000077	51.93676999269246	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000081	23.324896703304997	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000084	29.156120879131247	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000105	21.83435037462265	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000201	40.27418599230252	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000207	35.291691865009795	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000238	20.150856956383745	1.0	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000264	33.80640507704168	0.8671875	10-duplication-gain-loss-presence
HOG:0000010	HOG:0000010	52.54779209466568	1.0	10-duplication-presence
HOG:0000010	HOG:0000022	19.886120633553933	0.859375	10-duplication-presence
HOG:0000010	HOG:0000038	18.659917362644	1.0	10-duplication-presence
HOG:0000010	HOG:0000051	24.458427471412627	1.0	10-duplication-presence
HOG:0000010	HOG:0000077	51.93676999269246	1.0	10-duplication-presence
HOG:0000010	HOG:0000081	23.324896703304997	1.0	10-duplication-presence
HOG:0000010	HOG:0000084	29.156120879131247	1.0	10-duplication-presence
HOG:0000010	HOG:0000105	21.83435037462265	1.0	10-duplication-presence
HOG:0000010	HOG:0000201	40.27418599230252	1.0	10-duplication-presence
